,Star,Date,Style,Review
527,5.0,2021-08-30,베스트 셀러 팩,"LOVE THE COFFEE. If it was a tad bit less expensive, i would probably order - and drink- lots more.....maybe that's a good thing lol"
528,3.0,2018-08-07,베스트 셀러 팩,"The boxes appear to be genuine Nespresso product but, the capsule foil labels are different. They do not say the name of the varietal like the ones I ordered directly from Nespresso. They just have an ""N"" logo. Taste and brewing performance seemed to be fine. You can get these for the same price or cheaper from Nespresso with many other varietals. I'm not saying they are bad but, I'm just not sure considering the labeling of the pods and I have had doubts about the legitimacy of other name brand products purchased on Amazon."
529,5.0,2020-01-30,베스트 셀러 팩,The perfect trio!
530,5.0,2021-01-11,베스트 셀러 팩,A nice variety of flavors and always super quick delivery. I have ordered this product several times and will continue to do so. Thank you!
531,5.0,2021-06-30,베스트 셀러 팩,Great package to try different blends depending on your mood. I love the Melozio. Not too acidic and great flavor.
532,5.0,2020-11-08,베스트 셀러 팩,I love my Nespresso coffee! Nice to know I can get it easily - and for the same price I spend anywhere else! I wish you had the Mexico blend!
533,5.0,2021-10-05,베스트 셀러 팩,Love these and new coffee maker .
534,5.0,2021-11-18,베스트 셀러 팩,Nice multipack
535,5.0,2020-05-16,베스트 셀러 팩,"These pods are amazing and taste great! Some major coffee shops won’t be getting my money anymore because this saves time, money, and trips to go get what I need! Excellent product."
536,5.0,2021-11-16,베스트 셀러 팩,"Perfect!!!
For my Nespresso Machine 👍"
537,5.0,2021-05-08,베스트 셀러 팩,These 3 are my favorite flavors of the Nespresso. If you haven’t tried they yet you should. You definitely get a great value for your money here
538,5.0,2021-10-31,베스트 셀러 팩,
539,5.0,2020-09-08,베스트 셀러 팩,"I'm in love with the flavor of the Nespresso coffee, specially Melozzio. This kit was an excellent value and arrived perfectly packed. Very happy with my purchase!"
540,5.0,2018-08-07,베스트 셀러 팩,
541,5.0,2020-01-30,베스트 셀러 팩,These are the best quick easy coffee makers out there. You cannot go wrong with these flavors if you like a dark rich deep coffee. No lightweights here!
542,5.0,2021-06-05,베스트 셀러 팩,I love my Nespresso more than my Keurig! The coffee flavors are rich and yummy. The only bummer is the price - the capsules are expensive.
543,5.0,2021-08-10,베스트 셀러 팩,Good coffee
544,5.0,2021-07-12,베스트 셀러 팩,I love all of the Nespresso pods! At this point when I use the Keurig at work the coffee seems so weak and watered down. I highly recommend this and these pods!
545,5.0,2020-10-02,베스트 셀러 팩,Thnx
546,5.0,2021-10-13,베스트 셀러 팩,"The 3 flavors are perfect, satisfying everyone’ taste! Great price too ."
547,5.0,2021-01-11,베스트 셀러 팩,"I bought the Nepresso machine and pods for weekend indulgence when I am not commuting. But with work-at-home during the COVID-19 crisis, it has been my cup(s) of the day from oat milk creamer in the frother. It's been a great cup of relaxation and sanity. Flavor and enjoyment !!"
548,4.0,2021-06-17,베스트 셀러 팩,"Of this line, the Stormio (green) is my favorite. If you agree, there's always an option to get 3 sleeves of just Stormio (which I've since done). It's super convenient buying these sleeves on Amazon, but you may get some perks and freebies if you get them directly from Nespresso."
549,5.0,2021-03-25,베스트 셀러 팩,"These pods are all pretty robust, so it you like strong coffee, you'll like these as well."
550,5.0,2021-03-21,베스트 셀러 팩,These are my favorite coffees. I order the 3 flavors twice a month.
551,5.0,2020-07-01,베스트 셀러 팩,"The Nespresso machine is super simply to use and the coffee is delicious. You do have to use specialty pods, but at one dollar a piece it is way cheaper than a coffee house. This machine can even detect when the pod you are using is for an espresso or coffee blend and automatically adjust the amount of water during brewing. Makes an awesome crema to boot. This machine is in my office at work and we all enjoy better coffee now."
552,5.0,2018-08-07,베스트 셀러 팩,I love this pack of Nespresso pods! These are my favorite flavors all in one pack together! Will continue to repurchase over and over again!
553,5.0,2020-01-30,베스트 셀러 팩,good coffee and Amazon makes it quick and easy to get! Can't find this coffee anywhere.
554,5.0,2021-07-15,베스트 셀러 팩,The different choices is a great idea
555,5.0,2021-08-09,베스트 셀러 팩,"I have ordered this (combo) nespresso pods with the green, blue and yellow pods for 4-5 times now. This most recent time I got all yellow pods . That being my least favorite out of the 3 . Our you out of the green and blue? I did a reorder and got all yellow again ??? Or either your warehouse has the item marked wrong. (UPC??) I have gotten the wrong order twice ."
556,5.0,2021-05-25,베스트 셀러 팩,Great value for the price of this Nespresso machine. It came with starter pack of coffee/ espresso. And the foam maker is separate. Love it . A gift for my child
557,5.0,2021-08-02,베스트 셀러 팩,I gift these to my family members a few times a year. They love them!
558,4.0,2021-01-06,베스트 셀러 팩,"Absolutely love Nespresso coffee, and this shipment tasted great, however the packaging did arrived crushed on one end. The pods themselves were not damaged and I used them all just fine, but that would have stunk if I was buying these to give as a gift as it made what is normally such a sleekly-designed product look awful."
559,5.0,2021-09-16,베스트 셀러 팩,I love the taste! Best cup of java/espresso I’ve ever had. (yes that’s including Starbucks.) These capsules are a bit expensive... but sure beats paying $6 elsewhere!
560,5.0,2019-12-04,베스트 셀러 팩,I have repurchased these multiple times now. They taste great and are cheaper than from Nespresso. I have never had any problem with the pods or had any damage to the product.
561,5.0,2021-10-18,베스트 셀러 팩,We love it !! Save every day $$ and taste better than Starbucks!!
562,5.0,2021-04-24,베스트 셀러 팩,"I have to have coffee in the morning. It's a must! My buddy bought one of the original Espresso machine which I ultimately bought, but then had to add a Coffee Machine. To me all the K-Cup machines are way too week. I LIKE STRONG COFFEE! If you like strong coffee. Get these cups!"
563,5.0,2020-03-12,베스트 셀러 팩,"It was the best coffee we had by far and the taste is satisfying. You can choose a variety of flavor, and it’s worth the price."
564,5.0,2018-08-07,베스트 셀러 팩,Love vertuo ! Never disappointed
565,5.0,2020-01-30,베스트 셀러 팩,"I really like the taste of these. I was very satisfied, I just wish they weren’t as expensive but it definitely beats buying one from a coffee shop!"
566,5.0,2021-07-04,베스트 셀러 팩,Liked the varying flavors. If you drink one or two cups a day it's still cheaper than getting coffee from shop or drive thru every day.
567,5.0,2021-07-21,베스트 셀러 팩,"They are my favored flavor, the package was very great. I received them in great condition and the delivery was fast. They are a little bit expensive but that what you expect from a great quality coffee."
568,5.0,2021-03-21,베스트 셀러 팩,All the coffees have great flavors
569,5.0,2021-09-07,베스트 셀러 팩,Top of the line taste and flavors! Makes Starbucks taste like gas station coffee.
570,5.0,2020-06-18,베스트 셀러 팩,"Have really enjoyed this coffee-I wish someone would make a less expensive pod for these machines.

Usually make this for my wife when she wants her coffee. Netspresso has always had consistent quality & I have never been disappointed.."
571,5.0,2021-01-25,베스트 셀러 팩,It was very easy to buy these coffe pods from Amazon. They were delivered quickly and I got to try three different flavors.
572,5.0,2021-03-24,베스트 셀러 팩,Tastes great. Easy to use.
573,4.0,2021-08-18,베스트 셀러 팩,I think nespresso is awesome. It's my go to brand when I really want a nice tasting cup of coffee. Some may find the price high. I dont mind the cost. Its taste good.
574,4.0,2022-02-22,베스트 셀러 팩,Love this coffee but the nespresso its self is super expensive so why have the pods expensive to
575,5.0,2021-05-29,베스트 셀러 팩,mind blowing product
576,5.0,2018-08-07,베스트 셀러 팩,We're enjoying our Nespresso coffee so much. It's nice to have such a variety and the coffee is never bitter.
577,5.0,2020-01-30,베스트 셀러 팩,If you drink coffee this is a much better option than going to a store like Starbucks. It tastes just as good if not better and is priced much better at about one dollar per cup.
578,5.0,2020-10-03,베스트 셀러 팩,"Husband loves this coffee. Used a kcup for YEARS, but after having a cup of this we had to get him new pot and coffee. He is a happy husband 😀"
579,5.0,2020-12-03,베스트 셀러 팩,"Love that I can order from Amazon!
The variety pack is nice!"
580,5.0,2021-01-12,베스트 셀러 팩,"I love that I can get genuine Nespresso capsules delivered for free the next day through Amazon in smaller quantities than the minimum I would have to order through Nespresso directly in order to avoid their shipping charges, not to mention the extra time it would take to arrive. The price is comparable (within a few cents per serving) to Nespresso, and these are the genuine article. I just LOVE my morning (all day!) Nespresso coffee routine. Their coffees and espressos are rich, full bodied, and a joy to prepare. The heart of my ""me time""!"
581,5.0,2021-09-25,베스트 셀러 팩,Great choice
582,5.0,2021-08-27,베스트 셀러 팩,"Second order, same quality (excellent)."
583,5.0,2021-09-03,베스트 셀러 팩,Delicious package
584,4.0,2021-08-18,베스트 셀러 팩,
585,5.0,2021-07-12,베스트 셀러 팩,"Love the flavor of all the nespresso coffees.
Price is right as well."
586,5.0,2021-09-06,베스트 셀러 팩,"Love them, expensive"
587,5.0,2021-08-11,베스트 셀러 팩,Practically Starbucks at home & with So many flavor options!!
588,5.0,2018-08-07,베스트 셀러 팩,Amazing coffee specially in the morning when you’re making the smell I’m testing good
589,4.0,2020-01-30,베스트 셀러 팩,to expensive but the coffee is nice. i have ended up getting a capsule for my machine to use ground coffee to save on cost.
590,5.0,2021-03-02,베스트 셀러 팩,Super food coffee. Very fast delivery.
591,4.0,2021-09-24,베스트 셀러 팩,"Found the flavor I like, they are all good but this was a great way to find out if you just got a nesspresso machine."
592,4.0,2021-07-31,베스트 셀러 팩,A little dated
593,5.0,2021-09-24,베스트 셀러 팩,"We used to buy Nespresso pods via their website, typically getting a variety of light, medium, and heavy caffeine strengths. While all of these pods were in the rotation, there is no medium option. It would be nice if they offered one with all three. That said/reiterating a bit, we thoroughly enjoy all of these."
594,5.0,2021-04-27,베스트 셀러 팩,Don’t know what all they mean or taste like. Was a as christmas gifts for wife I’am a medium rosy coffee guy
595,5.0,2020-11-27,베스트 셀러 팩,"Nespresso coffee is always improving. This has become my go-to flavor. It’s strong enough to get me moving in the morning, without sending me into a caffeinated journey to deep space."
596,4.0,2020-12-07,베스트 셀러 팩,"A bit expensive, but good product, fast delivery"
597,5.0,2021-05-09,베스트 셀러 팩,"I buy this monthly and have switched to different flavors same brand. I find myself always going back to this pack in particular. If I want a stronger or lighter brew it’s there. This pack just fits everyone’s taste a little better, I think so anyway."
598,5.0,2021-07-17,베스트 셀러 팩,These capsules are better than any k cup coffee I’ve ever tried. Can’t believe we waited so long to get a Nespresso. They are pricey but so worth it if you love a good cup of coffee.
599,5.0,2021-09-08,베스트 셀러 팩,Delicious
600,5.0,2018-08-07,베스트 셀러 팩,Due to COVID I was unable to purchase pods from the Nespresso store so I decided to order these pods. I've ordered about 4 of these packs since March with no issues. They tasted great! No problems with the packaging.
601,5.0,2020-01-30,베스트 셀러 팩,As expected
602,5.0,2021-09-10,베스트 셀러 팩,One of the best combinations of the Nexpresso coffee . It very refreshing and great product .
603,5.0,2021-05-20,베스트 셀러 팩,Pricy but if you own a Nespresso you already know that.
604,5.0,2021-07-04,베스트 셀러 팩,Love this product! This was a gift from my daughter originally. I used all the pods from my variety pack so this was my first renewing order. I am Very Picky about my coffee! Order today!
605,4.0,2021-03-20,베스트 셀러 팩,"This is a great mix of the bolder coffees. Very nice, strong and has a more espresso consistency. I am spoiled by this coffee but pods are unfortunately too expensive to really use daily so we use a mokka pot daily and use this for multiple cups or grab and go."
606,5.0,2021-06-27,베스트 셀러 팩,"The product has been excellent, of high quality for the Nespresso consumer for many years. However, I understand a wrong whim so it will be returned. I ask if possible to receive this product send a normal line small capsule"
607,5.0,2021-06-15,베스트 셀러 팩,Love this coffee!
608,5.0,2022-06-21,베스트 셀러 팩,Best coffee to have in your house.
609,5.0,2021-06-21,베스트 셀러 팩,Love our nespresso and it's the right fit for gifting. The flavors are great! Fresh cup of coffee at a push of a button.
610,5.0,2022-02-08,베스트 셀러 팩,"Variety pack with 3 different flavors.
The 7 strength is definitely strong. But if you're a coffee lover then this is your go to variety pack."
611,5.0,2021-09-06,베스트 셀러 팩,The coffee is wonderful just gets pricey. I also wish I could choose my own sleeves of flavor rather than 3 packs already prechosen
612,5.0,2018-08-07,베스트 셀러 팩,Mine didn’t come damaged at all. I love these flavors! They froth a bit at the top and taste like coffee you would buy at a fancy coffee shop. I’ve been drinking these for the last 6 months. I highly recommend!
613,5.0,2020-01-30,베스트 셀러 팩,"If so, give this selection a go. I'm sure you will find a few flavors to reorder. I enjoyed most of the samples, a couple, not so much. It helped me narrow in on what flavors/strengths of coffee or expresso I enjoy."
614,5.0,2021-07-19,베스트 셀러 팩,"Flavor was great, love nespresso coffee because of how good this was!!"
615,4.0,2020-01-30,베스트 셀러 팩,"Usually not a fan of instant coffee, but this is an exception! Keurig tastes like brown water while these pods taste like a real strong cup of coffee. I have the Breville machine which does a perfect cup every time. Only complaint is the price and not sure how Earth friendly these pods are. TG I can buy them online. In Europe you have to belong to a club to get these things."
616,5.0,2021-08-20,베스트 셀러 팩,Delicious coffee! Sleek packaging and nice that the ends pop off so you can store the rest. Flavors are great! Do wish these were more affordable.
617,5.0,2021-04-16,베스트 셀러 팩,"Best tasting home made cup of coffee, in my opinion. Not cheap but we think it's worth it."
618,5.0,2020-12-04,베스트 셀러 팩,Wish it wasn’t so expensive or they would have sales sometimes but I do love the coffee.
619,2.0,2020-10-28,베스트 셀러 팩,"The costs keep rising on these pods, while the coffee flavors remain not so tasty. I stopped buying these and started purchasing the foil kits so I can use my own coffee."
620,4.0,2021-02-19,베스트 셀러 팩,"This is one of my favorite packs. I buy it regularly but I wish it had more. There just isn't enough and it's so pricey. But flavor wise, these 3 are the best"
621,4.0,2021-06-04,베스트 셀러 팩,"Bought them for my daughter, but I end up using them more. I can't find 9 and up yet. Bit pricy"
622,5.0,2020-03-22,베스트 셀러 팩,Convenience
623,5.0,2020-07-19,베스트 셀러 팩,These are definitely my top 3 flavors! Blue pods are especially good! The flavor on these is much better than Starbucks drip coffee in my opinion. Highly recommend!
624,4.0,2018-08-07,베스트 셀러 팩,Too expensive. Different flavors still taste the same. Meh
625,5.0,2020-01-30,베스트 셀러 팩,"What a treat these new exfoliating mitts have been for my skin. After using this product twice, I could already see the results. My skin has truly never felt healthier or more hydrated. My husband mentioned to me the other evening that my legs felt, 'silky smooth.' At this very affordable price, these mitts are the gift that keeps giving. I couldn't be more happy or pleased with this product."
626,5.0,2021-04-18,베스트 셀러 팩,"This is my go-to variety pack for Nepresso Vertuo. All good flavors, medium brew. Best price comparatively."
627,5.0,2021-07-31,베스트 셀러 팩,Nothing not to love about Nespresso. These flavors are great and my go to
628,5.0,2021-08-19,베스트 셀러 팩,What is not to like. Good hot cup of coffee in the morning with great flavors.
629,5.0,2021-08-09,베스트 셀러 팩,"I love my new coffee maker and coffee. I'm hopeful that others will start carrying the pods, but what great flavor!"
630,5.0,2020-12-15,베스트 셀러 팩,"I love my espresso machine. It’s great that the coffee gets that Crema, not cream in it. I left off one star because the price of the coffee is really ridiculously expensive. It’s too bad we cannot get the capsules in a store like you can for a Keurig. ☹️"
631,5.0,2021-07-08,베스트 셀러 팩,Nespresso is the best I accidentally bought the wrong size for my machine and they were so kind as to give me a quick refund. Espresso machine is the best I’ve ever bought and the best tasting coffee we’ve ever had we really enjoyed our machine
632,5.0,2021-07-14,베스트 셀러 팩,This is the second time I’ve ordered these. They taste great and the delivery is quick and convenient. I did not have a problem with my first order. Unfortunately this time the Melozio sleeve was open and 7 of the 10 pods were smashed. The other two sleeves in the box were fine. I’m not happy.
633,5.0,2021-04-21,베스트 셀러 팩,I love the nespresso pods. Makes me feel like I'm treating myself. Delicious cup of coffee!
634,5.0,2020-10-27,베스트 셀러 팩,I love this coffee. It’s so good and doesn’t look ugly in the kitchen. It has such good flavor and such pretty packaging. A great value for money.
635,3.0,2021-08-17,베스트 셀러 팩,"Th coffee is great, and the process is simple and convenient. That said, you'll pay more than $1.00 for each cup you brew at home, as compared to 10 to 30 cents with any other single serve coffee maker. Nespresso has a monopoly on the ""pods"" by virtue (no pun intended) of a patent that bars anyone else from making pods that fit the virtuo machines. Great coffee, but think twice."
636,5.0,2018-08-07,베스트 셀러 팩,Nice product
637,5.0,2020-01-30,베스트 셀러 팩,All the coffee flavors are great! I have to have at least one cup a day !
638,5.0,2021-04-19,베스트 셀러 팩,The best coffee that will great you in the morning!!! The froth is irresistible!!! Amazing flavor!!! Perhaps the next best thing to real Italian coffee!!!
639,5.0,2021-05-01,베스트 셀러 팩,Rushing in morning nothings better than a full flavored cup of coffee to start your day
640,5.0,2021-01-24,베스트 셀러 팩,"I am sorry
I did not use it.
It was a gift and I did not ask about it."
641,5.0,2021-07-10,베스트 셀러 팩,"Great deal. I can’t order from nespresso directly because their registration system is so asinine. Since the store has been closed due to Covid, this has been a lifesaver. Shows up super fast every time."
642,5.0,2021-08-21,베스트 셀러 팩,"Great variety of darker roasts, arrived on time, expiration dates were appropriately far away (around one year). No complaints. Pods are expensive but prices here (at the time of my purchase) were competitive with other sellers."
643,5.0,2021-01-12,베스트 셀러 팩,Nice
644,5.0,2021-07-20,베스트 셀러 팩,Stronger flavors but I prefer dark roast. If you like milder flavors then don’t select this combo.
645,5.0,2021-03-24,베스트 셀러 팩,Delicious
646,5.0,2021-08-18,베스트 셀러 팩,Nice packaging. Tried one so far. Just bought our machine and the one we tried tasted good. We shall see how the other flavors taste.
647,5.0,2021-03-25,베스트 셀러 팩,The wife and I really love these and must say they are much better in terms of flavor and quality compared to K-Cups
648,5.0,2018-08-07,베스트 셀러 팩,"I have gotten this bundle at least 2-3 times now. All flavors are good, and reasonably strong too! My only complaint is how expensive it is to keep purchasing this ....."
649,5.0,2020-01-30,베스트 셀러 팩,Nespresso capsules are delicious! Amazon delivered them quickly and accurately so my son could enjoy them!
650,5.0,2021-08-16,베스트 셀러 팩,We’ll worth the $$$!
651,5.0,2021-02-16,베스트 셀러 팩,Still one of the most expensive pods out there. It sure puts out a unique cup of coffee.
652,5.0,2021-02-13,베스트 셀러 팩,Always nice to have a variety. These are super delicious.
653,5.0,2021-08-13,베스트 셀러 팩,"These work great for my verturo machine.
I can easily put the pods box in my cabinet and close it"
654,5.0,2020-11-21,베스트 셀러 팩,"My favorite flavors, always on point, delicious to drink (multiple times a day) YUM."
655,5.0,2021-08-19,베스트 셀러 팩,"I am just extremely happy with all this product has to offer. Very tasty, rich in texture and overall flavor . So frothy and delicious. The smell is just memorable. I always want to take my time but never seem to. Can’t help it. It’s simply too delicious."
656,5.0,2021-06-07,베스트 셀러 팩,"I have purchased this product many times and have never had any issues regarding the product being damaged or of an inferior quality. The price is the same if you use the Nespresso app, but it’s much easier to order of Amazo."
657,5.0,2020-03-28,베스트 셀러 팩,Excellent flavor and a nice cross section of different flavors to try.
658,5.0,2019-11-04,베스트 셀러 팩,Super bueno
659,5.0,2021-05-10,베스트 셀러 팩,"My fave! Great flavors! Whenever I run out, always order more."
660,4.0,2018-08-07,베스트 셀러 팩,Great flavor for the price! Coffee intensity varies.
661,5.0,2020-01-30,베스트 셀러 팩,Fun to try different ones and get a sense of which ones to order going forward!
662,5.0,2021-05-29,베스트 셀러 팩,Flavor is great
663,2.0,2019-03-31,베스트 셀러 팩,I don't recommend the flavors included in this pack.
664,3.0,2021-03-10,베스트 셀러 팩,"I didn’t read the description correctly. I thought these were espresso pods for my new Nespresso machine. They are regular coffee, not espresso. And they’re strong, even for me, and I like a big bold flavor. They almost taste like instant coffee, which I loathe. My solution was to make lattes out of them, and that works for me. I had to order espresso pods right away, though. I’ll use these for lattes, and will take them as my to-go cups on my way to work. Like I said, my mistake, but they are really strong for a regular daily coffee."
665,5.0,2021-05-10,베스트 셀러 팩,I love these flavors. It’s the perfect medium roast combination. The dark is just dark enough. I also like how big of a coffee all of these make. Highly recommend getting a frother if you don’t have one already - makes the coffee even better.
666,3.0,2021-07-12,베스트 셀러 팩,"This is definitely some of the best tasting coffee your are going to have, unfortunately really don’t understand what the issue is with the presentation (vendor or company). I have purchased directly from nespresso and it was flawless but it does take a few days so I figured amazon would be quicker, it was but it look like they were all rejected from nespresso. The good thing was the presentation did not affect the taste but some of those pods were questionable if they were even going to work. If you have the time I recommend buying directly but if you are on a bind then this is as good as it gets. Buy at your own risk."
667,5.0,2019-07-10,베스트 셀러 팩,Super awesome. Great Taste.
668,4.0,2020-12-05,베스트 셀러 팩,these are really good coffee is you like a darker roast. no complaints at all
669,5.0,2021-05-10,베스트 셀러 팩,GREAT COFFEE
670,5.0,2019-07-03,베스트 셀러 팩,Value for the money
671,5.0,2021-01-18,베스트 셀러 팩,Like having star bucks in your kitchen. Good assortment of flavors for coffee lovers.
672,5.0,2018-08-07,베스트 셀러 팩,taste great!
673,5.0,2020-01-30,베스트 셀러 팩,The fact that Nespresso uses barcoded k-cups that determine the best water to coffee mix for each different type of coffee/espresso they offer is tremendous. The end result is a cup of packet coffee dsr superior to what I get at most American coffee cafes.
674,5.0,2020-12-05,베스트 셀러 팩,So happy with this product!
675,5.0,2021-05-24,베스트 셀러 팩,"I got this with a pack (bought a nespresso machine), they arrived in perfect condition, the flavor is great! But just noticed I paid around 15$ for this and if I want to buy more it actually cost 33$! :O that's too expensive."
676,5.0,2019-11-28,베스트 셀러 팩,Gets to me so much quicker than ordering directly from Nespresso.
677,5.0,2021-02-18,베스트 셀러 팩,Love love love this Nespresso coffee !!
678,5.0,2021-07-06,베스트 셀러 팩,"Very good coffee, not cheap but the best things in life seldom are."
679,5.0,2021-01-17,베스트 셀러 팩,Love Nespresso capsules. These flavors are perfect sampling for strong coffee lovers (green-Stormio and blue-Odacio) but also a great mild option for those who prefer less robust flavor (Melozio)
680,5.0,2021-02-03,베스트 셀러 팩,Nesspresso products are very good coffee.. wish they had tea and hot chocolate also
681,5.0,2020-09-09,베스트 셀러 팩,"With the cost of a cup of a regular coffee over $2.00 at Starbucks or Dunkin Donuts, this is a great value for a espresso cup of coffee at $1.10."
682,4.0,2021-07-02,베스트 셀러 팩,Good quality and packaging
683,5.0,2021-05-03,베스트 셀러 팩,I have repeatedly purchased this product. If like a bold coffee assortment you won’t be disappointed.
684,5.0,2018-08-07,베스트 셀러 팩,The coffee is good but I prefer the espresso shots.
685,5.0,2020-01-30,베스트 셀러 팩,"The coffee is great, but I wish I could find a discount. The price is the same every where."
686,5.0,2020-08-11,베스트 셀러 팩,I love it that my order was delivered in 24 hours 😃 value $ of the coffee is perfect plus the coffee is great! I love it thank you !
687,5.0,2021-02-27,베스트 셀러 팩,"Let me start out by saying I despise the taste of all kcups, coffee, tea, hot chocolate, they all have this gross taste to it. I bought the nespresso my my boyfriend as a Christmas gift and bought these with it. I LOVE THESE!!! they taste amazing and we've bought more of them, I drink them more than he does which i wasnt at all expecting!"
688,5.0,2021-06-30,베스트 셀러 팩,"I really enjoy drinking this. It’s pricey, and yes I’d like to see it cheaper.
This is a fine product, and I can’t imagine a better cup of coffee unless you have an inexpensive expresso machine with quality coffee beans."
689,5.0,2020-03-22,베스트 셀러 팩,Delicious creamy coffee!
690,4.0,2020-10-17,베스트 셀러 팩,This was one of the better prices I was able to find online. About $1 per pod. They all tasted good and worked in my Nespresso maker. It does fill up a mug and is frothy without adding foamed milk.
691,5.0,2021-07-16,베스트 셀러 팩,Perfect collection and fast shipping! I just wish it came with a Nespresso pod recycling bag.
692,5.0,2021-03-14,베스트 셀러 팩,I liked the good service and taste of nespresso.
693,5.0,2020-09-28,베스트 셀러 팩,I love the option of being able to buy the Nupresso pods on Amazon. They’re not readily available at grocery stores so this is a great option! Thank you!
694,5.0,2020-10-24,베스트 셀러 팩,"Great storage for VertuoLine pods. Easily holds espresso and coffee pods (except the alto pods, but I don’t many people who use altos).

Some users have mentioned having difficulty loading the final back row. This only occurs if you load the pods front to back. Load back to front—everything fits just fine.

For the price, it is sturdy and looks great! Highly recommend this product."
695,5.0,2021-05-26,베스트 셀러 팩,Delicious coffee! Already ordered two times!
696,5.0,2018-08-07,베스트 셀러 팩,Na
697,5.0,2020-01-30,베스트 셀러 팩,Everything about it
698,5.0,2018-11-29,베스트 셀러 팩,The pods for the machine can be pricey but these brew the big cup sizes. $1.10 per pod isn’t bad and beats ordering it before work.
699,5.0,2021-07-21,베스트 셀러 팩,"This set of pods is right within my preferred range of strengths from Nespresso. I bought the pack early, anticipating that I might be receiving a Nespresso machine for Christmas, and I have been using it daily since then."
700,5.0,2021-06-28,베스트 셀러 팩,Mild flavor and too strong. Makes a good cup of coffee and wakes me up
701,5.0,2021-07-19,베스트 셀러 팩,Just what I was looking for in Dark Roast coffee.
702,5.0,2021-03-17,베스트 셀러 팩,Love the taste of all the vertuo coffee pods.
703,5.0,2021-05-06,베스트 셀러 팩,"Amazing coffee! Can’t beat Nespresso.
The only downfall is the cost."
704,5.0,2021-07-11,베스트 셀러 팩,Can’t decide which one I like the best.
705,5.0,2021-05-25,베스트 셀러 팩,Great product... love the taste
706,5.0,2021-04-28,베스트 셀러 팩,"Siempre excelente, la calidad y el sabor del café es increíble"
707,5.0,2020-06-23,베스트 셀러 팩,Enjoy the coffees very much. Would enjoy a little discount considering how much & how often I purchase
708,5.0,2018-08-07,베스트 셀러 팩,Great coffee for the price! Definitely buy them again!
709,5.0,2020-01-30,베스트 셀러 팩,Awesome price good product
710,5.0,2021-06-20,베스트 셀러 팩,I like darker full bodied coffees so this pack was great! Love the deep yet smooth taste.
711,5.0,2020-06-02,베스트 셀러 팩,This product has made me hate starbucks......Thus saving me a lot of money
712,5.0,2021-02-21,베스트 셀러 팩,Love the coffee
713,4.0,2019-12-19,베스트 셀러 팩,Good
714,5.0,2021-02-18,베스트 셀러 팩,"Love it - coffee is delicious - does everything it said! Easy to use. The pods are a bit pricey however, but worth it, (& there are no other brands you can use). All in all very happy!"
715,5.0,2020-09-07,베스트 셀러 팩,"Yes a bit on the expensive side but, worth every penny. Great tasting coffees and a nice variety of coffees and expressos.
I used to drink two cups every morning and now I find myself drinking one cup because it is so satisfying and rich. AH so so good."
716,5.0,2021-01-15,베스트 셀러 팩,these came perfectly packaged and were exactly what I was looking for! I couldn't have asked for a better experience. Will order again!
717,5.0,2020-04-13,베스트 셀러 팩,You guys killing it with the same day delivery! I’m very impressed! Ordered at 1:44pm in DC. Received by 10pm same day! Good packaging. Great coffee flavor! Highly recommended.
718,5.0,2020-07-31,베스트 셀러 팩,I love these pods. They are so flavorful
719,5.0,2021-07-18,베스트 셀러 팩,I get 5% from Amazon prime instead 0% from Nespresso store
720,5.0,2018-08-07,베스트 셀러 팩,Love our Nespresso to start the day.
721,5.0,2020-01-30,베스트 셀러 팩,Have continued to purchase. I would recommend.
722,5.0,2020-05-28,베스트 셀러 팩,My husband drinks the coffee in our house. It's so easy for him to pop one of the capsules in and have a delicious cup of coffee in no time! He'd recommed them highly.
723,3.0,2021-07-21,베스트 셀러 팩,Disappointed that I did not receive recycle bag for pods..
724,5.0,2021-04-07,베스트 셀러 팩,Quick delivery and is a nice variety of Nespresso pods.
725,5.0,2021-05-12,베스트 셀러 팩,"New to Nespresso, and I liked that I can try out different flavors before I buy a lot of one flavor."
726,5.0,2020-08-06,베스트 셀러 팩,Love these
727,5.0,2019-06-11,베스트 셀러 팩,If you are here you know what Nespresso machines can do! Perfect coffee! Pods arrived quickly. Best variety pack. Will order again!
728,5.0,2020-05-09,베스트 셀러 팩,My favorite variety! Something for everyone!
729,5.0,2021-07-12,베스트 셀러 팩,These are great and better price than buying from Nespresso.
730,5.0,2021-06-05,베스트 셀러 팩,"Love love love! I got the Vertuoline for Christmas and no retailers sell the cup for them! I found some on amazon, and I absolutely love them! So fresh and delicious. Can’t wait to order different ones!"
731,5.0,2020-12-29,베스트 셀러 팩,"Great product, corresponds perfectly to nespresso quality."
732,5.0,2018-08-07,베스트 셀러 팩,Love this stuff.
733,5.0,2020-01-30,베스트 셀러 팩,It has a great robust flavor
734,5.0,2020-12-14,베스트 셀러 팩,love the flavors
735,5.0,2020-12-27,베스트 셀러 팩,A nice variety that really gives you a great taste to find your favorite
736,5.0,2020-05-13,베스트 셀러 팩,"If you love not-so-much intense coffee flavors, this would be a great sample variety pack to learn various VertuoLine capsules."
737,5.0,2020-04-17,베스트 셀러 팩,Love this collection; I reorder it regularly
