,Unnamed: 0,Star,Style,Review,Date
581,581,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great choice,Reviewed in the United States 🇺🇸 on 2021년 9월 25일
582,582,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Second order, same quality (excellent).",Reviewed in the United States 🇺🇸 on 2021년 8월 27일
583,583,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious package,Reviewed in the United States 🇺🇸 on 2021년 9월 3일
584,584,별 5개 중 4.0,스타일: 베스트 셀러 팩,,Reviewed in the United States 🇺🇸 on 2021년 8월 18일
585,585,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Love the flavor of all the nespresso coffees.
Price is right as well.",Reviewed in the United States 🇺🇸 on 2021년 7월 12일
586,586,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Love them, expensive",Reviewed in the United States 🇺🇸 on 2021년 9월 6일
587,587,별 5개 중 5.0,스타일: 베스트 셀러 팩,Practically Starbucks at home & with So many flavor options!!,Reviewed in the United States 🇺🇸 on 2021년 8월 11일
588,588,별 5개 중 5.0,스타일: 베스트 셀러 팩,Amazing coffee specially in the morning when you’re making the smell I’m testing good,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
589,589,별 5개 중 4.0,스타일: 베스트 셀러 팩,to expensive but the coffee is nice. i have ended up getting a capsule for my machine to use ground coffee to save on cost.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
590,590,별 5개 중 5.0,스타일: 베스트 셀러 팩,Super food coffee. Very fast delivery.,Reviewed in the United States 🇺🇸 on 2021년 3월 2일
591,591,별 5개 중 4.0,스타일: 베스트 셀러 팩,"Found the flavor I like, they are all good but this was a great way to find out if you just got a nesspresso machine.",Reviewed in the United States 🇺🇸 on 2021년 9월 24일
592,592,별 5개 중 4.0,스타일: 베스트 셀러 팩,A little dated,Reviewed in the United States 🇺🇸 on 2021년 7월 31일
593,593,별 5개 중 5.0,스타일: 베스트 셀러 팩,"We used to buy Nespresso pods via their website, typically getting a variety of light, medium, and heavy caffeine strengths. While all of these pods were in the rotation, there is no medium option. It would be nice if they offered one with all three. That said/reiterating a bit, we thoroughly enjoy all of these.",Reviewed in the United States 🇺🇸 on 2021년 9월 24일
594,594,별 5개 중 5.0,스타일: 베스트 셀러 팩,Don’t know what all they mean or taste like. Was a as christmas gifts for wife I’am a medium rosy coffee guy,Reviewed in the United States 🇺🇸 on 2021년 4월 27일
595,595,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Nespresso coffee is always improving. This has become my go-to flavor. It’s strong enough to get me moving in the morning, without sending me into a caffeinated journey to deep space.",Reviewed in the United States 🇺🇸 on 2020년 11월 27일
596,596,별 5개 중 4.0,스타일: 베스트 셀러 팩,"A bit expensive, but good product, fast delivery",Reviewed in the United States 🇺🇸 on 2020년 12월 7일
597,597,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I buy this monthly and have switched to different flavors same brand. I find myself always going back to this pack in particular. If I want a stronger or lighter brew it’s there. This pack just fits everyone’s taste a little better, I think so anyway.",Reviewed in the United States 🇺🇸 on 2021년 5월 9일
598,598,별 5개 중 5.0,스타일: 베스트 셀러 팩,These capsules are better than any k cup coffee I’ve ever tried. Can’t believe we waited so long to get a Nespresso. They are pricey but so worth it if you love a good cup of coffee.,Reviewed in the United States 🇺🇸 on 2021년 7월 17일
599,599,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious,Reviewed in the United States 🇺🇸 on 2021년 9월 8일
600,600,별 5개 중 5.0,스타일: 베스트 셀러 팩,Due to COVID I was unable to purchase pods from the Nespresso store so I decided to order these pods. I've ordered about 4 of these packs since March with no issues. They tasted great! No problems with the packaging.,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
601,601,별 5개 중 5.0,스타일: 베스트 셀러 팩,As expected,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
602,602,별 5개 중 5.0,스타일: 베스트 셀러 팩,One of the best combinations of the Nexpresso coffee . It very refreshing and great product .,Reviewed in the United States 🇺🇸 on 2021년 9월 10일
603,603,별 5개 중 5.0,스타일: 베스트 셀러 팩,Pricy but if you own a Nespresso you already know that.,Reviewed in the United States 🇺🇸 on 2021년 5월 20일
604,604,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love this product! This was a gift from my daughter originally. I used all the pods from my variety pack so this was my first renewing order. I am Very Picky about my coffee! Order today!,Reviewed in the United States 🇺🇸 on 2021년 7월 4일
605,605,별 5개 중 4.0,스타일: 베스트 셀러 팩,"This is a great mix of the bolder coffees. Very nice, strong and has a more espresso consistency. I am spoiled by this coffee but pods are unfortunately too expensive to really use daily so we use a mokka pot daily and use this for multiple cups or grab and go.",Reviewed in the United States 🇺🇸 on 2021년 3월 20일
606,606,별 5개 중 5.0,스타일: 베스트 셀러 팩,"The product has been excellent, of high quality for the Nespresso consumer for many years. However, I understand a wrong whim so it will be returned. I ask if possible to receive this product send a normal line small capsule",Reviewed in the United States 🇺🇸 on 2021년 6월 27일
607,607,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love this coffee!,Reviewed in the United States 🇺🇸 on 2021년 6월 15일
608,608,별 5개 중 5.0,스타일: 베스트 셀러 팩,Best coffee to have in your house.,Reviewed in the United States 🇺🇸 on 2022년 6월 21일
609,609,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love our nespresso and it's the right fit for gifting. The flavors are great! Fresh cup of coffee at a push of a button.,Reviewed in the United States 🇺🇸 on 2021년 6월 21일
610,610,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Variety pack with 3 different flavors.
The 7 strength is definitely strong. But if you're a coffee lover then this is your go to variety pack.",Reviewed in the United States 🇺🇸 on 2022년 2월 8일
611,611,별 5개 중 5.0,스타일: 베스트 셀러 팩,The coffee is wonderful just gets pricey. I also wish I could choose my own sleeves of flavor rather than 3 packs already prechosen,Reviewed in the United States 🇺🇸 on 2021년 9월 6일
612,612,별 5개 중 5.0,스타일: 베스트 셀러 팩,Mine didn’t come damaged at all. I love these flavors! They froth a bit at the top and taste like coffee you would buy at a fancy coffee shop. I’ve been drinking these for the last 6 months. I highly recommend!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
613,613,별 5개 중 5.0,스타일: 베스트 셀러 팩,"If so, give this selection a go. I'm sure you will find a few flavors to reorder. I enjoyed most of the samples, a couple, not so much. It helped me narrow in on what flavors/strengths of coffee or expresso I enjoy.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
614,614,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Flavor was great, love nespresso coffee because of how good this was!!",Reviewed in the United States 🇺🇸 on 2021년 7월 19일
615,615,별 5개 중 4.0,스타일: 베스트 셀러 팩,"Usually not a fan of instant coffee, but this is an exception! Keurig tastes like brown water while these pods taste like a real strong cup of coffee. I have the Breville machine which does a perfect cup every time. Only complaint is the price and not sure how Earth friendly these pods are. TG I can buy them online. In Europe you have to belong to a club to get these things.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
616,616,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious coffee! Sleek packaging and nice that the ends pop off so you can store the rest. Flavors are great! Do wish these were more affordable.,Reviewed in the United States 🇺🇸 on 2021년 8월 20일
617,617,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Best tasting home made cup of coffee, in my opinion. Not cheap but we think it's worth it.",Reviewed in the United States 🇺🇸 on 2021년 4월 16일
618,618,별 5개 중 5.0,스타일: 베스트 셀러 팩,Wish it wasn’t so expensive or they would have sales sometimes but I do love the coffee.,Reviewed in the United States 🇺🇸 on 2020년 12월 4일
619,619,별 5개 중 2.0,스타일: 베스트 셀러 팩,"The costs keep rising on these pods, while the coffee flavors remain not so tasty. I stopped buying these and started purchasing the foil kits so I can use my own coffee.",Reviewed in the United States 🇺🇸 on 2020년 10월 28일
620,620,별 5개 중 4.0,스타일: 베스트 셀러 팩,"This is one of my favorite packs. I buy it regularly but I wish it had more. There just isn't enough and it's so pricey. But flavor wise, these 3 are the best",Reviewed in the United States 🇺🇸 on 2021년 2월 19일
621,621,별 5개 중 4.0,스타일: 베스트 셀러 팩,"Bought them for my daughter, but I end up using them more. I can't find 9 and up yet. Bit pricy",Reviewed in the United States 🇺🇸 on 2021년 6월 4일
622,622,별 5개 중 5.0,스타일: 베스트 셀러 팩,Convenience,Reviewed in the United States 🇺🇸 on 2020년 3월 22일
623,623,별 5개 중 5.0,스타일: 베스트 셀러 팩,These are definitely my top 3 flavors! Blue pods are especially good! The flavor on these is much better than Starbucks drip coffee in my opinion. Highly recommend!,Reviewed in the United States 🇺🇸 on 2020년 7월 19일
624,624,별 5개 중 4.0,스타일: 베스트 셀러 팩,Too expensive. Different flavors still taste the same. Meh,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
625,625,별 5개 중 5.0,스타일: 베스트 셀러 팩,"What a treat these new exfoliating mitts have been for my skin. After using this product twice, I could already see the results. My skin has truly never felt healthier or more hydrated. My husband mentioned to me the other evening that my legs felt, 'silky smooth.' At this very affordable price, these mitts are the gift that keeps giving. I couldn't be more happy or pleased with this product.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
626,626,별 5개 중 5.0,스타일: 베스트 셀러 팩,"This is my go-to variety pack for Nepresso Vertuo. All good flavors, medium brew. Best price comparatively.",Reviewed in the United States 🇺🇸 on 2021년 4월 18일
627,627,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nothing not to love about Nespresso. These flavors are great and my go to,Reviewed in the United States 🇺🇸 on 2021년 7월 31일
628,628,별 5개 중 5.0,스타일: 베스트 셀러 팩,What is not to like. Good hot cup of coffee in the morning with great flavors.,Reviewed in the United States 🇺🇸 on 2021년 8월 19일
629,629,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I love my new coffee maker and coffee. I'm hopeful that others will start carrying the pods, but what great flavor!",Reviewed in the United States 🇺🇸 on 2021년 8월 9일
630,630,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I love my espresso machine. It’s great that the coffee gets that Crema, not cream in it. I left off one star because the price of the coffee is really ridiculously expensive. It’s too bad we cannot get the capsules in a store like you can for a Keurig. ☹️",Reviewed in the United States 🇺🇸 on 2020년 12월 15일
631,631,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nespresso is the best I accidentally bought the wrong size for my machine and they were so kind as to give me a quick refund. Espresso machine is the best I’ve ever bought and the best tasting coffee we’ve ever had we really enjoyed our machine,Reviewed in the United States 🇺🇸 on 2021년 7월 8일
632,632,별 5개 중 5.0,스타일: 베스트 셀러 팩,This is the second time I’ve ordered these. They taste great and the delivery is quick and convenient. I did not have a problem with my first order. Unfortunately this time the Melozio sleeve was open and 7 of the 10 pods were smashed. The other two sleeves in the box were fine. I’m not happy.,Reviewed in the United States 🇺🇸 on 2021년 7월 14일
633,633,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love the nespresso pods. Makes me feel like I'm treating myself. Delicious cup of coffee!,Reviewed in the United States 🇺🇸 on 2021년 4월 21일
634,634,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love this coffee. It’s so good and doesn’t look ugly in the kitchen. It has such good flavor and such pretty packaging. A great value for money.,Reviewed in the United States 🇺🇸 on 2020년 10월 27일
635,635,별 5개 중 3.0,스타일: 베스트 셀러 팩,"Th coffee is great, and the process is simple and convenient. That said, you'll pay more than $1.00 for each cup you brew at home, as compared to 10 to 30 cents with any other single serve coffee maker. Nespresso has a monopoly on the ""pods"" by virtue (no pun intended) of a patent that bars anyone else from making pods that fit the virtuo machines. Great coffee, but think twice.",Reviewed in the United States 🇺🇸 on 2021년 8월 17일
636,636,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice product,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
637,637,별 5개 중 5.0,스타일: 베스트 셀러 팩,All the coffee flavors are great! I have to have at least one cup a day !,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
638,638,별 5개 중 5.0,스타일: 베스트 셀러 팩,The best coffee that will great you in the morning!!! The froth is irresistible!!! Amazing flavor!!! Perhaps the next best thing to real Italian coffee!!!,Reviewed in the United States 🇺🇸 on 2021년 4월 19일
639,639,별 5개 중 5.0,스타일: 베스트 셀러 팩,Rushing in morning nothings better than a full flavored cup of coffee to start your day,Reviewed in the United States 🇺🇸 on 2021년 5월 1일
640,640,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I am sorry
I did not use it.
It was a gift and I did not ask about it.",Reviewed in the United States 🇺🇸 on 2021년 1월 24일
641,641,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Great deal. I can’t order from nespresso directly because their registration system is so asinine. Since the store has been closed due to Covid, this has been a lifesaver. Shows up super fast every time.",Reviewed in the United States 🇺🇸 on 2021년 7월 10일
642,642,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Great variety of darker roasts, arrived on time, expiration dates were appropriately far away (around one year). No complaints. Pods are expensive but prices here (at the time of my purchase) were competitive with other sellers.",Reviewed in the United States 🇺🇸 on 2021년 8월 21일
643,643,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice,Reviewed in the United States 🇺🇸 on 2021년 1월 12일
644,644,별 5개 중 5.0,스타일: 베스트 셀러 팩,Stronger flavors but I prefer dark roast. If you like milder flavors then don’t select this combo.,Reviewed in the United States 🇺🇸 on 2021년 7월 20일
645,645,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious,Reviewed in the United States 🇺🇸 on 2021년 3월 24일
646,646,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice packaging. Tried one so far. Just bought our machine and the one we tried tasted good. We shall see how the other flavors taste.,Reviewed in the United States 🇺🇸 on 2021년 8월 18일
647,647,별 5개 중 5.0,스타일: 베스트 셀러 팩,The wife and I really love these and must say they are much better in terms of flavor and quality compared to K-Cups,Reviewed in the United States 🇺🇸 on 2021년 3월 25일
648,648,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I have gotten this bundle at least 2-3 times now. All flavors are good, and reasonably strong too! My only complaint is how expensive it is to keep purchasing this .....",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
649,649,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nespresso capsules are delicious! Amazon delivered them quickly and accurately so my son could enjoy them!,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
650,650,별 5개 중 5.0,스타일: 베스트 셀러 팩,We’ll worth the $$$!,Reviewed in the United States 🇺🇸 on 2021년 8월 16일
651,651,별 5개 중 5.0,스타일: 베스트 셀러 팩,Still one of the most expensive pods out there. It sure puts out a unique cup of coffee.,Reviewed in the United States 🇺🇸 on 2021년 2월 16일
652,652,별 5개 중 5.0,스타일: 베스트 셀러 팩,Always nice to have a variety. These are super delicious.,Reviewed in the United States 🇺🇸 on 2021년 2월 13일
653,653,별 5개 중 5.0,스타일: 베스트 셀러 팩,"These work great for my verturo machine.
I can easily put the pods box in my cabinet and close it",Reviewed in the United States 🇺🇸 on 2021년 8월 13일
654,654,별 5개 중 5.0,스타일: 베스트 셀러 팩,"My favorite flavors, always on point, delicious to drink (multiple times a day) YUM.",Reviewed in the United States 🇺🇸 on 2020년 11월 21일
655,655,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I am just extremely happy with all this product has to offer. Very tasty, rich in texture and overall flavor . So frothy and delicious. The smell is just memorable. I always want to take my time but never seem to. Can’t help it. It’s simply too delicious.",Reviewed in the United States 🇺🇸 on 2021년 8월 19일
656,656,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I have purchased this product many times and have never had any issues regarding the product being damaged or of an inferior quality. The price is the same if you use the Nespresso app, but it’s much easier to order of Amazo.",Reviewed in the United States 🇺🇸 on 2021년 6월 7일
657,657,별 5개 중 5.0,스타일: 베스트 셀러 팩,Excellent flavor and a nice cross section of different flavors to try.,Reviewed in the United States 🇺🇸 on 2020년 3월 28일
658,658,별 5개 중 5.0,스타일: 베스트 셀러 팩,Super bueno,Reviewed in the United States 🇺🇸 on 2019년 11월 4일
659,659,별 5개 중 5.0,스타일: 베스트 셀러 팩,"My fave! Great flavors! Whenever I run out, always order more.",Reviewed in the United States 🇺🇸 on 2021년 5월 10일
660,660,별 5개 중 4.0,스타일: 베스트 셀러 팩,Great flavor for the price! Coffee intensity varies.,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
661,661,별 5개 중 5.0,스타일: 베스트 셀러 팩,Fun to try different ones and get a sense of which ones to order going forward!,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
662,662,별 5개 중 5.0,스타일: 베스트 셀러 팩,Flavor is great,Reviewed in the United States 🇺🇸 on 2021년 5월 29일
663,663,별 5개 중 2.0,스타일: 베스트 셀러 팩,I don't recommend the flavors included in this pack.,Reviewed in the United States 🇺🇸 on 2019년 3월 31일
664,664,별 5개 중 3.0,스타일: 베스트 셀러 팩,"I didn’t read the description correctly. I thought these were espresso pods for my new Nespresso machine. They are regular coffee, not espresso. And they’re strong, even for me, and I like a big bold flavor. They almost taste like instant coffee, which I loathe. My solution was to make lattes out of them, and that works for me. I had to order espresso pods right away, though. I’ll use these for lattes, and will take them as my to-go cups on my way to work. Like I said, my mistake, but they are really strong for a regular daily coffee.",Reviewed in the United States 🇺🇸 on 2021년 3월 10일
665,665,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love these flavors. It’s the perfect medium roast combination. The dark is just dark enough. I also like how big of a coffee all of these make. Highly recommend getting a frother if you don’t have one already - makes the coffee even better.,Reviewed in the United States 🇺🇸 on 2021년 5월 10일
666,666,별 5개 중 3.0,스타일: 베스트 셀러 팩,"This is definitely some of the best tasting coffee your are going to have, unfortunately really don’t understand what the issue is with the presentation (vendor or company). I have purchased directly from nespresso and it was flawless but it does take a few days so I figured amazon would be quicker, it was but it look like they were all rejected from nespresso. The good thing was the presentation did not affect the taste but some of those pods were questionable if they were even going to work. If you have the time I recommend buying directly but if you are on a bind then this is as good as it gets. Buy at your own risk.",Reviewed in the United States 🇺🇸 on 2021년 7월 12일
667,667,별 5개 중 5.0,스타일: 베스트 셀러 팩,Super awesome. Great Taste.,Reviewed in the United States 🇺🇸 on 2019년 7월 10일
668,668,별 5개 중 4.0,스타일: 베스트 셀러 팩,these are really good coffee is you like a darker roast. no complaints at all,Reviewed in the United States 🇺🇸 on 2020년 12월 5일
669,669,별 5개 중 5.0,스타일: 베스트 셀러 팩,GREAT COFFEE,Reviewed in the United States 🇺🇸 on 2021년 5월 10일
670,670,별 5개 중 5.0,스타일: 베스트 셀러 팩,Value for the money,Reviewed in the United States 🇺🇸 on 2019년 7월 3일
671,671,별 5개 중 5.0,스타일: 베스트 셀러 팩,Like having star bucks in your kitchen. Good assortment of flavors for coffee lovers.,Reviewed in the United States 🇺🇸 on 2021년 1월 18일
672,672,별 5개 중 5.0,스타일: 베스트 셀러 팩,taste great!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
673,673,별 5개 중 5.0,스타일: 베스트 셀러 팩,The fact that Nespresso uses barcoded k-cups that determine the best water to coffee mix for each different type of coffee/espresso they offer is tremendous. The end result is a cup of packet coffee dsr superior to what I get at most American coffee cafes.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
674,674,별 5개 중 5.0,스타일: 베스트 셀러 팩,So happy with this product!,Reviewed in the United States 🇺🇸 on 2020년 12월 5일
675,675,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I got this with a pack (bought a nespresso machine), they arrived in perfect condition, the flavor is great! But just noticed I paid around 15$ for this and if I want to buy more it actually cost 33$! :O that's too expensive.",Reviewed in the United States 🇺🇸 on 2021년 5월 24일
676,676,별 5개 중 5.0,스타일: 베스트 셀러 팩,Gets to me so much quicker than ordering directly from Nespresso.,Reviewed in the United States 🇺🇸 on 2019년 11월 28일
677,677,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love love love this Nespresso coffee !!,Reviewed in the United States 🇺🇸 on 2021년 2월 18일
678,678,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Very good coffee, not cheap but the best things in life seldom are.",Reviewed in the United States 🇺🇸 on 2021년 7월 6일
679,679,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love Nespresso capsules. These flavors are perfect sampling for strong coffee lovers (green-Stormio and blue-Odacio) but also a great mild option for those who prefer less robust flavor (Melozio),Reviewed in the United States 🇺🇸 on 2021년 1월 17일
680,680,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nesspresso products are very good coffee.. wish they had tea and hot chocolate also,Reviewed in the United States 🇺🇸 on 2021년 2월 3일
681,681,별 5개 중 5.0,스타일: 베스트 셀러 팩,"With the cost of a cup of a regular coffee over $2.00 at Starbucks or Dunkin Donuts, this is a great value for a espresso cup of coffee at $1.10.",Reviewed in the United States 🇺🇸 on 2020년 9월 9일
682,682,별 5개 중 4.0,스타일: 베스트 셀러 팩,Good quality and packaging,Reviewed in the United States 🇺🇸 on 2021년 7월 2일
683,683,별 5개 중 5.0,스타일: 베스트 셀러 팩,I have repeatedly purchased this product. If like a bold coffee assortment you won’t be disappointed.,Reviewed in the United States 🇺🇸 on 2021년 5월 3일
684,684,별 5개 중 5.0,스타일: 베스트 셀러 팩,The coffee is good but I prefer the espresso shots.,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
685,685,별 5개 중 5.0,스타일: 베스트 셀러 팩,"The coffee is great, but I wish I could find a discount. The price is the same every where.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
686,686,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love it that my order was delivered in 24 hours 😃 value $ of the coffee is perfect plus the coffee is great! I love it thank you !,Reviewed in the United States 🇺🇸 on 2020년 8월 11일
687,687,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Let me start out by saying I despise the taste of all kcups, coffee, tea, hot chocolate, they all have this gross taste to it. I bought the nespresso my my boyfriend as a Christmas gift and bought these with it. I LOVE THESE!!! they taste amazing and we've bought more of them, I drink them more than he does which i wasnt at all expecting!",Reviewed in the United States 🇺🇸 on 2021년 2월 27일
688,688,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I really enjoy drinking this. It’s pricey, and yes I’d like to see it cheaper.
This is a fine product, and I can’t imagine a better cup of coffee unless you have an inexpensive expresso machine with quality coffee beans.",Reviewed in the United States 🇺🇸 on 2021년 6월 30일
689,689,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious creamy coffee!,Reviewed in the United States 🇺🇸 on 2020년 3월 22일
690,690,별 5개 중 4.0,스타일: 베스트 셀러 팩,This was one of the better prices I was able to find online. About $1 per pod. They all tasted good and worked in my Nespresso maker. It does fill up a mug and is frothy without adding foamed milk.,Reviewed in the United States 🇺🇸 on 2020년 10월 17일
691,691,별 5개 중 5.0,스타일: 베스트 셀러 팩,Perfect collection and fast shipping! I just wish it came with a Nespresso pod recycling bag.,Reviewed in the United States 🇺🇸 on 2021년 7월 16일
692,692,별 5개 중 5.0,스타일: 베스트 셀러 팩,I liked the good service and taste of nespresso.,Reviewed in the United States 🇺🇸 on 2021년 3월 14일
693,693,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love the option of being able to buy the Nupresso pods on Amazon. They’re not readily available at grocery stores so this is a great option! Thank you!,Reviewed in the United States 🇺🇸 on 2020년 9월 28일
694,694,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Great storage for VertuoLine pods. Easily holds espresso and coffee pods (except the alto pods, but I don’t many people who use altos).

Some users have mentioned having difficulty loading the final back row. This only occurs if you load the pods front to back. Load back to front—everything fits just fine.

For the price, it is sturdy and looks great! Highly recommend this product.",Reviewed in the United States 🇺🇸 on 2020년 10월 24일
695,695,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious coffee! Already ordered two times!,Reviewed in the United States 🇺🇸 on 2021년 5월 26일
696,696,별 5개 중 5.0,스타일: 베스트 셀러 팩,Na,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
697,697,별 5개 중 5.0,스타일: 베스트 셀러 팩,Everything about it,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
698,698,별 5개 중 5.0,스타일: 베스트 셀러 팩,The pods for the machine can be pricey but these brew the big cup sizes. $1.10 per pod isn’t bad and beats ordering it before work.,Reviewed in the United States 🇺🇸 on 2018년 11월 29일
699,699,별 5개 중 5.0,스타일: 베스트 셀러 팩,"This set of pods is right within my preferred range of strengths from Nespresso. I bought the pack early, anticipating that I might be receiving a Nespresso machine for Christmas, and I have been using it daily since then.",Reviewed in the United States 🇺🇸 on 2021년 7월 21일
700,700,별 5개 중 5.0,스타일: 베스트 셀러 팩,Mild flavor and too strong. Makes a good cup of coffee and wakes me up,Reviewed in the United States 🇺🇸 on 2021년 6월 28일
701,701,별 5개 중 5.0,스타일: 베스트 셀러 팩,Just what I was looking for in Dark Roast coffee.,Reviewed in the United States 🇺🇸 on 2021년 7월 19일
702,702,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the taste of all the vertuo coffee pods.,Reviewed in the United States 🇺🇸 on 2021년 3월 17일
703,703,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Amazing coffee! Can’t beat Nespresso.
The only downfall is the cost.",Reviewed in the United States 🇺🇸 on 2021년 5월 6일
704,704,별 5개 중 5.0,스타일: 베스트 셀러 팩,Can’t decide which one I like the best.,Reviewed in the United States 🇺🇸 on 2021년 7월 11일
705,705,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great product... love the taste,Reviewed in the United States 🇺🇸 on 2021년 5월 25일
706,706,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Siempre excelente, la calidad y el sabor del café es increíble",Reviewed in the United States 🇺🇸 on 2021년 4월 28일
707,707,별 5개 중 5.0,스타일: 베스트 셀러 팩,Enjoy the coffees very much. Would enjoy a little discount considering how much & how often I purchase,Reviewed in the United States 🇺🇸 on 2020년 6월 23일
708,708,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great coffee for the price! Definitely buy them again!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
709,709,별 5개 중 5.0,스타일: 베스트 셀러 팩,Awesome price good product,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
710,710,별 5개 중 5.0,스타일: 베스트 셀러 팩,I like darker full bodied coffees so this pack was great! Love the deep yet smooth taste.,Reviewed in the United States 🇺🇸 on 2021년 6월 20일
711,711,별 5개 중 5.0,스타일: 베스트 셀러 팩,This product has made me hate starbucks......Thus saving me a lot of money,Reviewed in the United States 🇺🇸 on 2020년 6월 2일
712,712,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the coffee,Reviewed in the United States 🇺🇸 on 2021년 2월 21일
713,713,별 5개 중 4.0,스타일: 베스트 셀러 팩,Good,Reviewed in the United States 🇺🇸 on 2019년 12월 19일
714,714,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Love it - coffee is delicious - does everything it said! Easy to use. The pods are a bit pricey however, but worth it, (& there are no other brands you can use). All in all very happy!",Reviewed in the United States 🇺🇸 on 2021년 2월 18일
715,715,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Yes a bit on the expensive side but, worth every penny. Great tasting coffees and a nice variety of coffees and expressos.
I used to drink two cups every morning and now I find myself drinking one cup because it is so satisfying and rich. AH so so good.",Reviewed in the United States 🇺🇸 on 2020년 9월 7일
716,716,별 5개 중 5.0,스타일: 베스트 셀러 팩,these came perfectly packaged and were exactly what I was looking for! I couldn't have asked for a better experience. Will order again!,Reviewed in the United States 🇺🇸 on 2021년 1월 15일
717,717,별 5개 중 5.0,스타일: 베스트 셀러 팩,You guys killing it with the same day delivery! I’m very impressed! Ordered at 1:44pm in DC. Received by 10pm same day! Good packaging. Great coffee flavor! Highly recommended.,Reviewed in the United States 🇺🇸 on 2020년 4월 13일
718,718,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love these pods. They are so flavorful,Reviewed in the United States 🇺🇸 on 2020년 7월 31일
